Year;Month;Day;Hour;Az;hs;G_Bn;G_Dh;G_Gh;Ta;Tsky;N;FF;DD;RH;p
2005;9;273;16;64.1;35;473;81;554;30.5;9.4;0;1.5;195;40;1016
2005;9;273;17;73.5;22.6;286;60;346;29.9;9.4;0;1.2;244;40;1016
2005;9;273;18;81.4;9.7;88;40;128;28.8;10.2;0;1.7;160;43;1016
2005;9;273;19;88.5;0;0;1;1;27.6;9.4;0;1.4;177;44;1016
2005;9;273;20;96;0;0;0;0;26.3;9.4;0;1.4;243;49;1016
2005;9;273;21;104.1;0;0;0;0;25.1;9.2;0;2;253;54;1016
2005;9;273;22;114.2;0;0;0;0;23.8;8.5;0;2;220;57;1016
2005;9;273;23;129.1;0;0;0;0;22.7;8.1;0;1.4;218;61;1016
2005;9;273;24;152.4;0;0;0;0;21.5;7.1;0;1.4;238;63;1016
2005;10;274;1;-173.5;0;0;0;0;20.3;5.3;0;1.8;91;62;1016
2005;10;274;2;-142.5;0;0;0;0;19.1;5.3;0;2;137;69;1016
2005;10;274;3;-122.5;0;0;0;0;17.9;4.2;0;2;68;70;1016
2005;10;274;4;-110;0;0;0;0;17.2;3.3;0;1.6;39;70;1016
2005;10;274;5;-100.5;0;0;0;0;16.5;2.6;0;2.4;85;70;1016
2005;10;274;6;-93.1;0;0;0;0;16;1.6;0;1.6;96;68;1016
2005;10;274;7;-86.1;0.9;0;6;6;16.1;1.3;0;3.1;95;66;1016
2005;10;274;8;-78.5;14;144;49;193;18;2.7;0;3.1;112;62;1016
2005;10;274;9;-70.2;26.8;364;58;423;20.1;2.2;0;3.3;63;55;1016
2005;10;274;10;-59.4;38.8;560;73;633;22.1;2;0;3.3;50;48;1016
2005;10;274;11;-44.5;49.3;703;91;794;24;1.7;0;3.7;55;41;1016
2005;10;274;12;-22.6;56.8;788;104;892;25.5;2;0;2.4;87;37;1016
2005;10;274;13;5.1;58.9;804;110;914;26.6;2.9;0;2;103;37;1016
2005;10;274;14;31.3;54.7;766;100;866;27.3;4.4;0;1.1;128;38;1016
2005;10;274;15;50.4;45.9;660;84;744;27.6;4.1;0;1.3;59;36;1015
2005;10;274;16;63.5;34.7;503;64;567;27.4;4.4;0;0.4;318;36;1015
2005;10;274;17;73.3;22.4;289;54;344;26.5;6.3;0;0.5;86;42;1015
2005;10;274;18;81.3;9.4;81;40;121;25.1;8;0;0.3;177;48;1014
2005;10;274;19;88.3;0;0;0;0;23.6;7.7;1;0.2;252;52;1014
2005;10;274;20;95.4;0;0;0;0;22.8;8.9;2;0.1;230;59;1014
2005;10;274;21;103.5;0;0;0;0;22;9.6;2;1.1;160;65;1013
2005;10;274;22;113.6;0;0;0;0;21.2;10;2;0.3;223;69;1013
2005;10;274;23;128.5;0;0;0;0;20.4;10.4;3;0.6;107;74;1013
2005;10;274;24;152.3;0;0;0;0;19.6;10.5;4;1.6;95;78;1012
2005;10;275;1;-173.3;0;0;0;0;19.2;9.9;4;1;111;74;1012
2005;10;275;2;-142.2;0;0;0;0;18.8;10.5;4;1;8;78;1012
2005;10;275;3;-122.2;0;0;0;0;18.4;10.8;5;1.3;18;80;1011
2005;10;275;4;-109.3;0;0;0;0;18.2;11.5;6;1.8;76;83;1011
2005;10;275;5;-100.2;0;0;0;0;17.9;11.8;6;2.4;135;84;1011
2005;10;275;6;-92.5;0;0;0;0;17.8;12.9;6;2.2;157;90;1010
2005;10;275;7;-85.4;0.8;0;2;2;17.8;13.3;7;3.1;168;89;1010
2005;10;275;8;-78.2;13.9;0;23;23;17.6;14.4;8;3.5;219;96;1010
2005;10;275;9;-69.6;26.7;0;33;33;18.1;14;8;4.3;228;87;1009
2005;10;275;10;-59.2;38.6;7;185;192;19;11.8;8;4.3;104;80;1009
2005;10;275;11;-44.2;49.1;75;354;428;20.6;11;8;3.9;129;80;1009
2005;10;275;12;-22.4;56.5;510;317;826;23.1;5.4;4;4.6;90;56;1008
2005;10;275;13;5.1;58.5;131;313;445;23.7;9.7;7;5.2;89;53;1008
2005;10;275;14;31.2;54.3;0;68;68;22.6;16.3;8;5.5;105;70;1008
2005;10;275;15;50.2;45.5;84;333;417;23.3;9;8;5.5;30;54;1008
2005;10;275;16;63.3;34.4;26;233;260;23.3;9.8;8;5.7;152;53;1008
2005;10;275;17;73.1;22.1;175;129;304;23.4;7;3;6.6;139;54;1009
2005;10;275;18;81.1;9.2;18;59;77;22.8;9.1;4;7;158;53;1009
2005;10;275;19;88.2;0;0;0;0;22;9.2;4;5.2;160;57;1009
2005;10;275;20;95.2;0;0;0;0;21.6;9.7;4;5.2;103;62;1009
2005;10;275;21;103.3;0;0;0;0;21.2;9.1;5;2.4;134;61;1009
2005;10;275;22;113.4;0;0;0;0;20.8;9.2;5;2.2;56;65;1009
2005;10;275;23;128.3;0;0;0;0;20.4;8.9;5;3.5;33;66;1009
2005;10;275;24;152.2;0;0;0;0;20;9.2;5;3.5;106;70;1009
2005;10;276;1;-173.1;0;0;0;0;19.7;9.4;6;4.1;32;73;1010
2005;10;276;2;-141.4;0;0;0;0;19.4;8.9;6;4.9;127;73;1010
2005;10;276;3;-121.5;0;0;0;0;19.1;9.5;6;3.9;44;79;1010
2005;10;276;4;-109;0;0;0;0;19;8.7;7;4.6;26;75;1010
2005;10;276;5;-99.6;0;0;0;0;18.9;9;7;4.1;323;78;1010
2005;10;276;6;-92.2;0;0;0;0;18.8;8.8;7;3.5;7;78;1010
2005;10;276;7;-85.2;0.7;0;2;2;18.9;8.5;7;2.2;92;76;1010
2005;10;276;8;-78;13.8;40;94;134;20.2;8.8;8;2.6;102;69;1010
2005;10;276;9;-69.4;26.5;28;191;219;21.2;9.8;8;2.4;96;65;1010
2005;10;276;10;-58.5;38.4;56;287;343;22.4;8.8;8;2;24;57;1011
2005;10;276;11;-43.5;48.8;111;376;488;23.6;9.3;7;1.6;36;57;1011
2005;10;276;12;-22.1;56.1;205;392;596;24.8;8.4;6;1.6;133;50;1011
2005;10;276;13;5.2;58.1;612;242;854;26.5;6.3;2;1.4;169;46;1011
2005;10;276;14;31.1;53.9;636;239;874;27.7;5.9;1;1.6;128;42;1011
2005;10;276;15;50.1;45.2;122;330;452;27.8;10;7;2;269;42;1011
2005;10;276;16;63.1;34.1;0;102;102;26.6;14.7;8;1.6;272;47;1011
2005;10;276;17;72.6;21.8;37;153;190;26.1;12;7;1.6;262;51;1011
2005;10;276;18;80.5;8.9;0;10;10;25;15.8;7;1;292;54;1012
2005;10;276;19;87.6;0;0;0;0;24.2;14.7;7;1;249;55;1012
2005;10;276;20;95;0;0;0;0;23.7;15;6;0.9;225;61;1012
2005;10;276;21;103.1;0;0;0;0;23.2;14.4;6;2;284;63;1012
2005;10;276;22;113.2;0;0;0;0;22.7;13.5;6;3.7;269;63;1012
2005;10;276;23;128.1;0;0;0;0;22.2;12.9;6;4.6;274;65;1012
2005;10;276;24;152.1;0;0;0;0;21.7;13.4;5;4.9;283;74;1012
2005;10;277;1;-172.5;0;0;0;0;21;12.7;5;4.6;274;76;1013
2005;10;277;2;-141.1;0;0;0;0;20.3;12.8;5;4.6;222;85;1013
2005;10;277;3;-121.1;0;0;0;0;19.5;11.5;4;4.9;257;85;1013
2005;10;277;4;-108.4;0;0;0;0;19.2;10.9;4;4.6;211;86;1013
2005;10;277;5;-99.3;0;0;0;0;18.8;10.6;4;6.1;280;90;1013
2005;10;277;6;-91.6;0;0;0;0;18.6;11.2;4;6.4;336;99;1013
2005;10;277;7;-84.6;0.6;0;5;5;18.7;10.8;3;5.2;223;98;1014
2005;10;277;8;-77.4;13.7;87;76;163;20.2;10.7;3;5.9;151;89;1014
2005;10;277;9;-69.1;26.4;215;141;356;22.1;10.9;3;5.9;172;83;1014
2005;10;277;10;-58.2;38.3;391;159;550;24.1;9.3;0;5.2;207;65;1014
2005;10;277;11;-43.2;48.6;466;227;693;25.8;9.9;2;6.8;276;60;1014
2005;10;277;12;-21.5;55.8;566;235;800;27.3;8.9;2;6.4;265;51;1014
2005;10;277;13;5.2;57.7;616;214;830;28.6;9.3;0;6.1;307;48;1014
2005;10;277;14;31;53.5;626;171;797;29.5;9.5;0;7;302;45;1014
2005;10;277;15;49.5;44.9;581;118;699;29.9;9.4;0;7;316;43;1014
2005;10;277;16;62.6;33.8;445;85;530;29.8;10;0;6.8;303;44;1014
2005;10;277;17;72.4;21.5;249;67;316;29;11;0;7;340;48;1015
2005;10;277;18;80.3;8.7;66;40;106;27.5;11.5;0;5.9;325;50;1015
2005;10;277;19;87.4;0;0;0;0;26.2;10.9;0;6.8;291;54;1015
2005;10;277;20;94.5;0;0;0;0;25.4;11.9;0;6.1;328;62;1015
2005;10;277;21;102.4;0;0;0;0;24.6;11.6;0;4.3;225;66;1015
2005;10;277;22;112.5;0;0;0;0;23.8;10.8;0;2.4;233;66;1015
2005;10;277;23;127.4;0;0;0;0;23;10.5;0;1.1;212;69;1015
2005;10;277;24;151.6;0;0;0;0;22.2;9.5;0;0.9;289;69;1015
2005;10;278;1;-172.4;0;0;0;0;21.5;9.6;0;0.6;298;73;1015
2005;10;278;2;-140.4;0;0;0;0;20.9;9;0;0.5;308;74;1015
2005;10;278;3;-120.4;0;0;0;0;20.2;9.3;0;0.2;279;80;1015
2005;10;278;4;-108.1;0;0;0;0;19.9;8.7;0;0.6;284;79;1015
2005;10;278;5;-99.1;0;0;0;0;19.6;8.2;0;0.7;308;78;1015
2005;10;278;6;-91.4;0;0;0;0;19.3;8.2;0;1.1;300;80;1015
2005;10;278;7;-84.3;0.5;0;5;5;19.4;8.6;0;2.2;344;82;1015
2005;10;278;8;-77.1;13.5;106;61;167;21.1;10.1;0;1.8;301;79;1015
2005;10;278;9;-68.5;26.2;291;93;384;23.1;9.1;0;1.8;296;69;1015
2005;10;278;10;-57.6;38.1;461;124;585;25.2;8.8;0;2.9;318;59;1015
2005;10;278;11;-42.6;48.3;600;139;740;27.1;8.8;0;2.9;315;52;1015
2005;10;278;12;-21.3;55.4;669;161;830;28.8;8.2;0;3.1;306;44;1015
2005;10;278;13;5.3;57.3;682;169;850;30.1;9;0;2.2;294;42;1015
2005;10;278;14;30.5;53.1;643;157;800;30.9;9.8;0;2.6;272;41;1015
2005;10;278;15;49.3;44.5;563;125;689;31.2;9.9;0;3.1;172;40;1015
2005;10;278;16;62.4;33.5;403;108;511;31;10.1;0;3.9;98;40;1015
2005;10;278;17;72.2;21.3;223;79;302;30.1;10.1;0;5.5;266;40;1015
2005;10;278;18;80.1;8.4;55;43;98;28.6;12;0;4.6;262;46;1015
2005;10;278;19;87.2;0;0;0;0;27;11.8;0;4.3;275;52;1015
2005;10;278;20;94.3;0;0;0;0;26.4;12.2;1;2.8;142;58;1014
2005;10;278;21;102.2;0;0;0;0;25.6;12.1;1;2.6;215;61;1014
2005;10;278;22;112.3;0;0;0;0;24.9;11.9;1;2.2;149;64;1014
2005;10;278;23;127.2;0;0;0;0;24.1;12.2;1;2;272;70;1014
2005;10;278;24;151.4;0;0;0;0;23.4;11.7;2;1.8;158;72;1014
2005;10;279;1;-172.2;0;0;0;0;22.8;11.2;2;1.8;150;73;1014
2005;10;279;2;-140;0;0;0;0;22.2;10.9;2;2.9;64;75;1014
2005;10;279;3;-120.1;0;0;0;0;21.6;10.1;2;2.8;335;74;1014
2005;10;279;4;-107.4;0;0;0;0;21.2;9.8;3;3.1;348;75;1014
2005;10;279;5;-98.4;0;0;0;0;20.9;9.4;3;2.2;4;75;1014
2005;10;279;6;-91.1;0;0;0;0;20.7;10.3;3;2;42;82;1014
2005;10;279;7;-84.1;0.3;0;5;5;20.7;10.2;3;1.6;313;81;1014
2005;10;279;8;-76.5;13.4;96;65;161;22.3;11.2;4;1.8;324;76;1013
2005;10;279;9;-68.2;26.1;195;142;336;24;11.6;4;2.6;300;72;1013
2005;10;279;10;-57.3;37.9;295;217;511;25.8;11;4;2.9;59;62;1013
2005;10;279;11;-42.3;48;454;239;693;27.6;9.7;3;3.1;111;52;1013
2005;10;279;12;-21.1;55.1;394;309;704;28.9;11;5;4.3;87;48;1013
2005;10;279;13;5.3;56.9;399;321;720;29.9;11.4;5;4.3;168;46;1013
2005;10;279;14;30.4;52.8;447;265;712;30.6;11.3;4;4.9;151;44;1013
2005;10;279;15;49.1;44.2;280;281;561;30.8;12;5;4.3;261;43;1013
2005;10;279;16;62.2;33.2;213;210;423;30.5;11.6;5;3.9;113;41;1013
2005;10;279;17;72;21;62;164;226;29.6;12.9;7;2.9;160;44;1013
2005;10;279;18;79.6;8.2;12;56;68;28.3;14;6;4.1;197;49;1013
2005;10;279;19;87;0;0;0;0;27;13.2;6;4.6;261;52;1013
2005;10;279;20;94.1;0;0;0;0;26.4;13;6;4.3;255;55;1013
2005;10;279;21;102;0;0;0;0;25.7;12.5;5;3.7;238;57;1013
2005;10;279;22;112.1;0;0;0;0;25.1;12.4;5;3.7;139;61;1013
2005;10;279;23;126.6;0;0;0;0;24.4;11.5;4;4.1;113;61;1013
2005;10;279;24;151.3;0;0;0;0;23.7;10.5;4;3.7;90;61;1013
2005;10;280;1;-171.6;0;0;0;0;23.2;10.5;3;3.9;68;66;1013
2005;10;280;2;-139.3;0;0;0;0;22.6;9.6;3;3.9;109;65;1013
2005;10;280;3;-119.4;0;0;0;0;22.1;9.3;3;2.9;171;68;1013
2005;10;280;4;-107.1;0;0;0;0;21.7;9;2;1.6;258;70;1013
2005;10;280;5;-98.2;0;0;0;0;21.4;8.6;2;1.4;156;71;1013
2005;10;280;6;-90.5;0;0;0;0;21.2;8.9;1;2;155;76;1013
2005;10;280;7;-83.5;0.2;0;6;6;21.3;9.1;1;2.4;177;78;1013
2005;10;280;8;-76.3;13.3;139;54;194;23.2;9.7;0;2.9;91;70;1013
2005;10;280;9;-67.6;25.9;344;65;409;25.4;9.8;0;3.3;6;63;1013
2005;10;280;10;-57.1;37.7;521;92;613;27.5;9.1;0;3.7;107;52;1013
2005;10;280;11;-42;47.8;473;234;708;29.3;10.2;3;4.6;102;47;1013
2005;10;280;12;-20.5;54.8;251;382;633;30.2;12.3;6;3.5;94;45;1013
2005;10;280;13;5.4;56.6;240;386;625;30.8;13.2;6;3.5;23;45;1013
2005;10;280;14;30.3;52.4;144;382;526;30.9;14.5;7;3.9;54;46;1013
2005;10;280;15;48.6;43.9;115;340;455;30.9;14;7;3.9;37;45;1013
2005;10;280;16;62;32.9;170;224;394;30.5;13.4;6;4.3;36;46;1013
2005;10;280;17;71.4;20.7;127;129;256;29.8;12.9;5;4.9;59;47;1013
2005;10;280;18;79.4;7.9;36;53;89;28.6;14;5;5.2;87;54;1013
2005;10;280;19;86.4;0;0;0;0;27.3;13.2;5;4.3;31;56;1012
2005;10;280;20;93.5;0;0;0;0;26.6;14.1;5;4.6;86;64;1012
2005;10;280;21;101.4;0;0;0;0;25.8;13.4;5;4.6;94;65;1012
2005;10;280;22;111.5;0;0;0;0;25;13.2;4;3.9;92;68;1012
2005;10;280;23;126.3;0;0;0;0;24.2;12.7;4;4.3;54;69;1012
2005;10;280;24;151.2;0;0;0;0;23.5;11.5;4;3.9;102;67;1012
2005;10;281;1;-171.4;0;0;0;0;22.9;11.7;4;3.1;118;72;1012
2005;10;281;2;-138.5;0;0;0;0;22.3;12.3;4;4.1;87;79;1012
2005;10;281;3;-119;0;0;0;0;21.7;12.4;4;4.6;156;84;1012
2005;10;281;4;-106.4;0;0;0;0;21.3;12.5;4;4.3;48;87;1012
2005;10;281;5;-97.5;0;0;0;0;21;12.6;4;4.6;137;90;1012
2005;10;281;6;-90.3;0;0;0;0;20.8;13.5;3;5.2;130;99;1012
2005;10;281;7;-83.3;0.1;0;4;4;20.8;13.5;3;4.9;148;98;1012
2005;10;281;8;-76.1;13.1;47;89;137;22.2;14.2;3;5.2;158;91;1012
2005;10;281;9;-67.3;25.7;271;138;409;24.5;11.9;3;4.1;232;80;1012
2005;10;281;10;-56.4;37.5;154;272;426;25.7;14.1;6;4.6;99;72;1012
2005;10;281;11;-41.4;47.5;213;336;549;26.9;14.2;6;4.9;127;67;1012
2005;10;281;12;-20.3;54.4;317;349;666;28.3;14.1;6;4.6;89;63;1012
2005;10;281;13;5.4;56.2;264;384;647;29.1;14.5;6;3.7;110;59;1012
2005;10;281;14;30.2;52;242;359;602;29.7;13.7;6;3.5;56;52;1012
2005;10;281;15;48.4;43.5;117;329;446;29.7;15.5;7;5.2;70;55;1012
2005;10;281;16;61.4;32.6;167;232;399;29.5;13.9;6;4.3;31;53;1012
2005;10;281;17;71.2;20.5;136;123;259;28.8;13.3;5;4.3;82;53;1012
2005;10;281;18;79.2;7.7;40;62;101;27.7;13.7;5;5.5;163;61;1012
2005;10;281;19;86.2;0;0;0;0;26.5;13.6;5;4.3;156;67;1012
2005;10;281;20;93.3;0;0;0;0;26;13.6;4;3.7;125;70;1012
2005;10;281;21;101.2;0;0;0;0;25.3;13.1;4;2.6;137;71;1012
2005;10;281;22;111.2;0;0;0;0;24.7;13.3;4;2.8;94;75;1012
2005;10;281;23;126.1;0;0;0;0;24;13.4;4;2.9;18;80;1012
2005;10;281;24;151;0;0;0;0;23.4;13.5;4;2.6;314;85;1012
2005;10;282;1;-171.2;0;0;0;0;23;13.4;4;2.6;347;87;1012
2005;10;282;2;-138.1;0;0;0;0;22.5;13;4;2.4;333;87;1012
2005;10;282;3;-118.3;0;0;0;0;22;12.8;4;2.2;52;89;1012
2005;10;282;4;-106.2;0;0;0;0;21.8;12.9;4;2.8;85;91;1012
2005;10;282;5;-97.3;0;0;0;0;21.5;12.5;4;4.1;48;90;1013
2005;10;282;6;-90;0;0;0;0;21.4;12.7;4;4.3;56;92;1013
2005;10;282;7;-83;0;0;4;4;21.4;13.2;4;2.8;38;94;1013
2005;10;282;8;-75.4;13;80;68;147;22.9;13.4;4;2.4;54;84;1013
2005;10;282;9;-67.1;25.6;220;144;364;24.9;13.3;4;1.4;121;80;1013
2005;10;282;10;-56.2;37.3;221;253;474;26.5;13.5;5;1.3;54;68;1013
2005;10;282;11;-41.1;47.2;385;257;642;28.2;13.6;4;1.6;129;64;1013
2005;10;282;12;-20.1;54.1;340;334;674;29.5;14.4;5;2.8;162;59;1013
2005;10;282;13;5.5;55.8;284;372;657;30.4;14.7;6;2.6;173;54;1013
2005;10;282;14;30.1;51.6;207;361;569;30.8;16.4;6;2.4;181;57;1013
2005;10;282;15;48.2;43.2;309;262;571;31.1;15.9;5;2.4;225;58;1012
2005;10;282;16;61.2;32.3;206;207;413;30.9;15.5;5;2.8;169;54;1012
2005;10;282;17;71.1;20.2;121;121;242;30.1;16;5;2.2;112;58;1012
2005;10;282;18;79;7.4;23;47;70;28.9;16.9;5;3.3;111;61;1012
2005;10;282;19;86.1;0;0;0;0;27.6;17.3;5;2.9;202;69;1012
2005;10;282;20;93.1;0;0;0;0;27.1;17.2;5;3.1;155;72;1012
2005;10;282;21;101;0;0;0;0;26.6;16.9;5;2.8;90;73;1012
2005;10;282;22;110.6;0;0;0;0;26.2;18;6;2.9;59;81;1012
2005;10;282;23;125.5;0;0;0;0;25.8;17.4;6;3.5;56;80;1012
2005;10;282;24;150.5;0;0;0;0;25.3;17.1;6;4.3;43;81;1011
2005;10;283;1;-171;0;0;0;0;25;16.8;6;3.5;164;81;1011
2005;10;283;2;-137.4;0;0;0;0;24.7;17.1;6;4.6;230;84;1011
2005;10;283;3;-117.6;0;0;0;0;24.4;16.7;7;3.7;204;83;1011
2005;10;283;4;-105.5;0;0;0;0;24.3;15.8;7;2.8;302;78;1011
2005;10;283;5;-97;0;0;0;0;24.1;16.7;7;3.5;300;85;1011
2005;10;283;6;-89.4;0;0;0;0;24;16.9;7;4.6;293;87;1011
2005;10;283;7;-82.4;0;0;1;1;24.1;17.1;7;5.5;326;87;1011
2005;10;283;8;-75.2;12.9;11;88;99;25.1;17.5;8;5.5;259;82;1011
2005;10;283;9;-66.5;25.4;40;201;241;26.5;17.2;8;4.1;315;77;1010
2005;10;283;10;-55.5;37;100;284;383;28;16.2;7;5.2;269;67;1010
2005;10;283;11;-40.5;47;131;362;494;29.4;16.1;7;6.1;240;60;1010
2005;10;283;12;-19.5;53.7;140;392;532;30.6;16.9;7;5.9;149;58;1010
2005;10;283;13;5.5;55.4;106;400;506;31.3;20.3;8;5.5;93;69;1010
2005;10;283;14;29.6;51.3;91;372;463;31.6;22.2;8;5.2;62;76;1010
2005;10;283;15;48.1;42.9;96;330;426;31.9;20;7;5.5;117;64;1010
2005;10;283;16;61.1;32;52;262;313;31.5;22.2;8;5.5;120;76;1011
2005;10;283;17;70.5;19.9;26;149;175;31.2;20.8;8;5.2;133;67;1011
2005;10;283;18;78.4;7.2;7;48;55;30.3;19.2;7;7.6;227;60;1011
2005;10;283;19;85.5;0;0;0;0;29.3;19.2;7;7.6;115;66;1011
2005;10;283;20;92.5;0;0;0;0;28.5;18.9;6;6.6;255;71;1012
2005;10;283;21;100.4;0;0;0;0;27.7;18.4;6;6.4;276;74;1012
2005;10;283;22;110.4;0;0;0;0;26.9;17.6;5;4.6;249;76;1012
2005;10;283;23;125.2;0;0;0;0;26.3;16.5;5;5.5;218;75;1012
2005;10;283;24;150.3;0;0;0;0;25.6;15.6;4;4.6;234;76;1013
2005;10;284;1;-170.4;0;0;0;0;24.8;15.3;4;3.5;268;80;1013
2005;10;284;2;-137;0;0;0;0;24.1;14.5;3;2.6;228;81;1013
2005;10;284;3;-117.2;0;0;0;0;23.4;15;3;3.1;230;92;1013
2005;10;284;4;-105.2;0;0;0;0;23.1;14.6;2;1.4;294;93;1014
2005;10;284;5;-96.4;0;0;0;0;22.7;14;2;0.9;175;94;1014
2005;10;284;6;-89.2;0;0;0;0;22.5;13.7;1;1.6;134;95;1014
2005;10;284;7;-82.2;0;0;4;4;22.6;13.7;1;1.3;131;96;1014
2005;10;284;8;-74.6;12.7;129;46;175;24.2;15.2;0;1.4;352;96;1015
2005;10;284;9;-66.3;25.2;348;54;402;26.1;15;0;1.3;61;90;1015
2005;10;284;10;-55.3;36.8;547;65;611;28;14.3;0;1;349;76;1015
2005;10;284;11;-40.3;46.7;688;81;769;29.9;14.2;0;1.8;331;66;1015
2005;10;284;12;-19.4;53.4;770;93;863;31.5;14.9;0;2.4;347;62;1016
2005;10;284;13;5.5;55;785;97;882;32.7;15.9;0;3.3;12;61;1016
2005;10;284;14;29.5;50.9;745;87;833;33.5;15.7;0;2.9;25;56;1016
2005;10;284;15;47.5;42.5;636;73;709;33.8;15.1;0;3.5;62;51;1016
2005;10;284;16;60.5;31.8;472;55;528;33.7;15.1;0;4.3;61;50;1016
2005;10;284;17;70.3;19.7;250;53;303;32.9;16.2;0;3.9;318;54;1016
2005;10;284;18;78.2;6.9;57;33;90;31.6;17.2;0;3.1;9;58;1016
2005;10;284;19;85.3;0;0;0;0;30.3;17.2;0;3.3;359;64;1016
2005;10;284;20;92.3;0;0;0;0;29.5;17.1;0;3.3;306;68;1016
2005;10;284;21;100.2;0;0;0;0;28.7;16.6;0;3.3;124;69;1016
2005;10;284;22;110.1;0;0;0;0;27.9;16.4;0;3.7;87;73;1016
2005;10;284;23;124.6;0;0;0;0;27.1;15.9;0;3.5;89;75;1015
2005;10;284;24;150.2;0;0;0;0;26.4;15.1;0;2.6;171;75;1015
2005;10;285;1;-170.2;0;0;0;0;25.5;14.5;0;2.2;106;77;1015
2005;10;285;2;-136.3;0;0;0;0;24.6;14.2;0;2;282;81;1015
2005;10;285;3;-116.5;0;0;0;0;23.7;14.1;0;2.4;312;87;1015
2005;10;285;4;-104.5;0;0;0;0;23.2;13.7;0;2.6;311;88;1015
2005;10;285;5;-96.1;0;0;0;0;22.8;13.7;0;1.8;282;91;1015
2005;10;285;6;-88.6;0;0;0;0;22.4;13.8;0;1.8;331;94;1015
2005;10;285;7;-81.6;0;0;3;3;22.5;14.4;0;2.6;289;98;1015
2005;10;285;8;-74.4;12.6;97;58;154;23.9;14.2;0;3.7;310;85;1015
2005;10;285;9;-66;25.1;277;90;367;25.7;13.6;0;2.4;308;78;1015
2005;10;285;10;-55;36.6;454;114;568;27.5;12.1;0;3.1;304;63;1015
2005;10;285;11;-40;46.4;593;128;721;29.4;13.1;0;3.5;269;60;1015
2005;10;285;12;-19.2;53.1;634;164;799;30.8;13.6;0;2;303;56;1015
2005;10;285;13;5.5;54.6;657;164;821;32;13.4;0;2.6;295;50;1015
2005;10;285;14;29.4;50.5;599;164;762;32.6;13.9;0;2.6;280;49;1015
2005;10;285;15;47.3;42.2;502;141;643;32.9;14.1;0;1.6;296;48;1015
2005;10;285;16;60.3;31.5;351;117;467;32.6;14.6;0;2.4;145;48;1015
2005;10;285;17;70.1;19.4;174;86;259;31.7;15.6;0;2.2;135;51;1015
2005;10;285;18;78.1;6.7;36;36;72;30.4;16.6;0;2;59;55;1015
2005;10;285;19;85.1;0;0;0;0;29.1;16.9;0;1.3;355;64;1015
2005;10;285;20;92.1;0;0;0;0;28.2;16.5;0;1.8;68;66;1015
2005;10;285;21;99.6;0;0;0;0;27.3;16.2;0;2;107;70;1015
2005;10;285;22;109.5;0;0;0;0;26.6;15.7;0;1.6;46;73;1015
2005;10;285;23;124.3;0;0;0;0;25.8;15.8;0;1.3;98;78;1015
2005;10;285;24;150;0;0;0;0;25;15.3;0;0.6;95;81;1015
2005;10;286;1;-170;0;0;0;0;24.4;14.9;0;0.7;79;84;1015
2005;10;286;2;-135.5;0;0;0;0;23.7;15;0;0.4;157;90;1015
2005;10;286;3;-116.2;0;0;0;0;23;14.7;0;0.5;111;94;1015
2005;10;286;4;-104.2;0;0;0;0;22.6;14.6;0;0.2;138;96;1015
2005;10;286;5;-95.5;0;0;0;0;22.3;14.7;0;0.3;87;100;1015
2005;10;286;6;-88.3;0;0;0;0;22;14.3;0;0.1;49;100;1015
2005;10;286;7;-81.4;0;0;3;3;22.1;14;0;0.1;94;98;1015
2005;10;286;8;-74.2;12.5;85;67;152;23.6;14.5;0;0.1;87;90;1015
2005;10;286;9;-65.4;24.9;249;104;354;25.4;14.1;0;0.3;77;82;1015
2005;10;286;10;-54.4;36.4;407;135;542;27.3;12.7;0;0.5;109;66;1015
2005;10;286;11;-39.4;46.2;522;169;691;29.2;13;0;0.4;83;60;1015
2005;10;286;12;-19;52.7;574;200;774;30.7;13;0;0.7;153;53;1015
2005;10;286;13;5.6;54.2;576;213;789;31.9;12.9;0;1.1;151;47;1015
2005;10;286;14;29.3;50.2;544;194;739;32.6;13.1;0;1;157;45;1015
2005;10;286;15;47.2;41.9;491;144;635;32.9;13.1;0;1;242;43;1015
2005;10;286;16;60.1;31.2;345;115;460;32.6;13.7;0;0.9;216;44;1015
2005;10;286;17;69.5;19.2;140;125;265;31.8;13.6;3;1;250;45;1015
2005;10;286;18;77.5;6.4;0;30;30;30.3;15.6;3;0.7;190;49;1015
2005;10;286;19;84.5;0;0;0;0;29.3;16;3;0.3;235;55;1015
2005;10;286;20;91.5;0;0;0;0;28.4;16.1;2;0.9;107;61;1015
2005;10;286;21;99.3;0;0;0;0;27.4;15.7;2;0.7;107;65;1015
2005;10;286;22;109.2;0;0;0;0;26.6;15.6;2;1.3;122;70;1015
2005;10;286;23;124;0;0;0;0;25.7;14.7;2;0.2;154;71;1015
2005;10;286;24;149.4;0;0;0;0;24.9;14;2;0.6;248;73;1015
2005;10;287;1;-169.5;0;0;0;0;24.2;14;1;0.4;295;79;1015
2005;10;287;2;-135.1;0;0;0;0;23.4;13.1;1;0.6;286;79;1015
2005;10;287;3;-115.4;0;0;0;0;22.6;12.5;1;1.3;304;81;1015
2005;10;287;4;-103.6;0;0;0;0;22.2;12.5;1;1.3;300;85;1015
2005;10;287;5;-95.2;0;0;0;0;21.8;11.9;1;1.3;304;86;1015
2005;10;287;6;-88.1;0;0;0;0;21.6;11.6;1;1.8;301;86;1015
